ApplNo	ProductNo	TECode	TESequence	ProductMktStatus
065267	001	AB	1	1
065267	002	AB	1	1
065268	001	AP	1	1
065268	002	AP	1	1
065269	001	AP	1	1
065271	001	AB	1	1
065271	002	AB	1	1
065274	001	AP	1	1
065275	001	AP	1	1
065276	001	AB	1	1
065276	002	AB	1	1
065277	001	AB	1	1
065282	001	AB	1	1
065283	002	AB	1	1
065283	003	AB	1	1
065284	001	AB	1	1
065284	002	AB	1	1
065285	001	AB	1	1
065285	002	AB	1	1
065285	003	AB	1	1
065285	004	AB	1	1
065286	001	AP	1	1
065286	002	AP	1	1
065287	001	AB	1	1
065288	001	AP	1	1
065289	001	AP	1	1
065289	002	AP	1	1
065290	001	AP	1	1
065290	002	AP	1	1
065290	003	AP	1	1
065291	001	AB	1	1
065291	002	AB	1	1
065292	001	AP	1	1
065293	001	AP	1	1
065293	002	AP	1	1
065301	001	AB	1	1
065302	003	AB	1	1
065303	001	AP	1	1
065303	002	AP	1	1
065305	001	AP	1	1
065305	002	AP	1	1
065305	003	AP	1	1
065305	004	AP	1	1
065306	001	AP	1	1
065307	002	AB	1	1
065307	003	AB	1	1
065308	001	AB	1	1
065308	002	AB	1	1
065308	003	AB	1	1
065309	001	AB	1	1
065310	001	AP	1	1
065310	002	AP	1	1
065311	001	AB	1	1
065312	001	AP	1	1
065313	001	AP	1	1
065313	002	AP	1	1
065314	001	AP	1	1
065315	001	AT	1	1
065316	001	AP	1	1
065316	002	AP	1	1
065319	002	AB	1	1
065320	001	AT	1	1
065322	001	AB	1	1
065322	002	AB	1	1
065323	001	AB	1	1
065323	002	AB	1	1
065325	001	AB	1	1
065325	002	AB	1	1
065326	001	AB	1	1
065326	002	AB	1	1
065327	001	AB	1	1
065327	002	AB	1	1
065328	001	AP	1	1
065329	001	AP	1	1
065329	002	AP	1	1
065329	003	AP	1	1
065330	001	AB	1	1
065331	001	AP	1	1
065331	002	AP	1	1
065332	001	AB	1	1
065332	002	AB	1	1
065334	001	AB	1	1
065334	002	AB	1	1
065336	001	AB	1	1
065336	002	AB	1	1
065337	001	AB	1	1
065337	002	AB	1	1
065339	001	AP	1	1
065339	002	AP	1	1
065340	001	AB	1	1
065340	002	AB	1	1
065342	001	AP	1	1
065342	002	AP	1	1
065342	003	AP	1	1
065342	004	AP	1	1
065343	001	AP	1	1
065343	002	AP	1	1
065343	003	AP	1	1
065343	004	AP	1	1
065344	001	AB	1	1
065345	001	AP	1	1
065346	001	AP	1	1
065347	001	AP	1	1
065349	001	AB	1	1
065349	002	AB	1	1
065350	001	AB	1	1
065350	002	AB	1	1
065351	001	AB	1	1
065351	002	AB	1	1
065352	001	AB	1	1
065354	001	AB	1	1
065356	001	AB	1	1
065356	002	AB	1	1
065356	003	AB	1	1
065358	001	AB	1	1
065359	001	AB	1	1
065359	002	AB	1	1
065359	003	AB	1	1
065360	001	AB	1	1
065361	001	AP	1	1
065361	002	AP	1	1
065362	001	AP	1	1
065362	002	AP	1	1
065362	003	AP	1	1
065363	001	AP	1	1
065363	002	AP	1	1
065363	003	AP	1	1
065364	001	AP	1	1
065365	001	AB	1	1
065366	001	AB	1	1
065368	001	AB	1	1
065369	001	AP	1	1
065369	002	AP	1	1
065369	003	AP	1	1
065370	001	AB	1	1
065370	002	AB	1	1
065372	001	AP	1	1
065373	001	AB	1	1
065374	001	AP	1	1
065374	002	AP	1	1
065375	001	AP	1	1
065377	001	AB	1	1
065377	002	AB	1	1
065377	003	AB	1	1
065378	001	AB	1	1
065378	002	AB	1	1
065379	001	AB	1	1
065381	001	AB	1	1
065381	002	AB	1	1
065382	001	AB	1	1
065382	002	AB	1	1
065384	001	AB	1	1
065384	002	AB	1	1
065386	001	AP	1	1
065386	002	AP	1	1
065386	003	AP	1	1
065387	001	AB	1	1
065387	002	AB	1	1
065388	001	AB	1	1
065388	002	AB	1	1
065389	001	AB	1	1
065389	002	AB	1	1
065390	001	AB	1	1
065390	002	AB	1	1
065391	001	AP	1	1
065391	002	AP	1	1
065391	003	AP	1	1
065392	001	AB	1	1
065394	001	AB	1	1
065395	001	AP	1	1
065395	002	AP	1	1
065396	001	AB	1	1
065396	002	AB	1	1
065397	001	AP	1	1
065397	002	AP	1	1
065401	001	AP	1	1
065401	002	AP	1	1
065403	001	AP	1	1
065404	001	AB	1	1
065405	001	AB	1	1
065406	001	AP	1	1
065406	002	AP	1	1
065407	001	AP	1	1
065408	001	AP	1	1
065408	002	AP	1	1
065408	003	AP	1	1
065408	004	AP	1	1
065409	001	AB	1	1
065409	002	AB	1	1
065410	001	AB	1	1
065411	001	AP	1	1
065411	002	AP	1	1
065412	001	AB	1	1
065412	002	AB	1	1
065412	003	AB	1	1
065412	004	AB	1	1
065413	001	AB	1	1
065414	001	AP	1	1
065414	002	AP	1	1
065415	001	AP	1	1
065416	001	AB	1	1
065418	001	AB	1	1
065419	001	AB	1	1
065419	002	AB	1	1
065421	001	AP	1	1
065422	001	AA	1	1
065425	001	AB	1	1
065425	002	AB	1	1
065427	001	AB	1	1
065428	001	AB	1	1
065428	002	AB	1	1
065429	001	AB	1	1
065429	002	AB	1	1
065431	001	AB	1	1
065432	001	AP	1	1
065434	001	AB	1	1
065435	001	AB	1	1
065435	002	AB	1	1
065436	001	AB	1	1
065436	002	AB	1	1
065436	003	AB	1	1
065438	001	AB	1	1
065439	002	AP	1	1
065439	003	AP	1	1
065440	001	AP	1	1
065441	001	AP	1	1
065441	002	AP	1	1
065442	001	AB	1	1
065442	002	AB	1	1
065443	001	AB	1	1
065444	001	AB	1	1
065444	002	AB	1	1
065445	001	AP	1	1
065445	002	AP	1	1
065445	003	AP	1	1
065446	001	AP	1	1
065448	001	AP	1	1
065448	002	AP	1	1
065451	001	AB	1	1
065453	001	AB	1	1
065453	002	AB	1	1
065454	001	AB	1	1
065455	001	AP	1	1
065457	001	AB	1	1
065461	001	AB	1	1
065461	002	AB	1	1
065461	003	AB	1	1
065462	001	AB	1	1
065462	002	AB	1	1
065464	001	AP	1	1
065465	001	AP	1	1
065465	002	AP	1	1
065465	003	AP	1	1
065465	004	AP	1	1
065467	001	AP	1	1
065467	002	AP	1	1
065468	001	AA	1	1
065470	001	AB	1	1
065470	002	AB	1	1
065470	003	AB	1	1
065473	001	AB	1	1
065473	002	AB	1	1
065475	001	AP	1	1
065478	001	AB	1	1
065478	002	AB	1	1
065481	001	AP	1	1
065481	002	AP	1	1
065481	003	AP	1	1
065482	001	AP	1	1
065483	001	AP	1	1
065483	002	AP	1	1
065484	001	AP	1	1
065485	001	AB	1	1
065485	002	AB	1	1
065485	003	AB	1	1
065485	004	AB	1	1
065485	005	AB	1	1
065489	001	AB	1	1
065489	002	AB	1	1
065490	001	AB	1	1
065490	002	AB	1	1
065491	001	AB	1	1
065493	001	AP	1	1
065496	001	AB	1	1
065496	002	AB	1	1
065498	001	AP	1	1
065498	002	AP	1	1
065498	003	AP	1	1
065499	001	AP	1	1
065499	002	AP	1	1
065499	003	AP	1	1
065499	004	AP	1	1
065499	005	AP	1	1
065500	001	AP	1	1
065501	001	AP	1	1
065502	001	AP	1	1
065503	001	AP	1	1
065504	001	AP	1	1
065505	001	AP	1	1
065505	002	AP	1	1
065505	003	AP	1	1
065505	004	AP	1	1
065506	001	AP	1	1
065507	001	AB	1	1
065508	001	AB	1	1
065509	001	AB	1	1
065510	001	AB	1	1
065510	002	AB	1	1
065511	001	AP	1	1
065513	001	AT	1	1
065515	001	AP	1	1
065516	001	AP	1	1
065517	001	AP	1	1
065517	002	AP	1	1
065517	003	AP	1	1
065520	001	AB	1	1
065521	001	AB	1	1
065523	001	AP	1	1
065523	002	AP	1	1
065523	003	AP	1	1
070010	001	AP	1	1
070027	001	AB	1	1
070030	001	AB	1	1
070033	001	AB	1	1
070035	001	AB	1	1
070037	001	AB	1	1
070044	001	AB	1	1
070049	001	AB	1	1
070050	001	AB	1	1
070051	001	AB	1	1
070052	001	AB	1	1
070072	001	AB	1	1
070075	001	AB	1	1
070076	001	AB	1	1
070082	001	AB	1	1
070084	001	AB	1	1
070085	001	AB	1	1
070086	001	AB	1	1
070098	001	AB	1	1
070101	001	AB	1	1
070102	001	AB	1	1
070152	001	AB	1	1
070154	001	AB	1	1
070172	001	AP	1	1
070173	001	AB	1	1
070174	001	AB	1	1
070175	001	AB	1	1
070176	001	AB	1	1
070177	001	AB	1	1
070178	001	AB	1	1
070184	001	AB	1	1
070213	001	AB	1	1
070213	002	AB	1	1
070213	003	AB	1	1
070213	004	AB	1	1
070213	005	AB	1	1
070217	001	AB	1	1
070218	001	AB	1	1
070219	001	AB	1	1
070220	001	AB	1	1
070221	001	AB	1	1
070226	001	AB	1	1
070254	001	AP	1	1
070256	001	AP	1	1
070257	001	AP	1	1
070275	001	AB	1	1
070278	001	AB	1	1
070278	002	AB	1	1
070278	003	AB	1	1
070278	004	AB	1	1
070278	005	AB	1	1
070278	006	AB	1	1
070281	001	AB	1	1
070288	001	AA	1	1
070296	001	AP	1	1
070301	001	AB	1	1
070305	001	AB	1	1
070317	001	AB	1	1
070317	002	AB	1	1
070317	003	AB	1	1
070325	001	AB	1	1
070325	002	AB	1	1
070325	003	AB	1	1
070343	001	AB	1	1
070345	001	AB	1	1
070345	002	AB	1	1
070346	001	AB	1	1
070412	001	AB	1	1
070434	001	AA	1	1
070436	001	AB	1	1
070437	001	AB	1	1
070449	001	AB	1	1
070450	001	AB	1	1
070528	001	AB	1	1
070541	001	AB	1	1
070552	001	AP	1	1
070553	001	AP	1	1
070554	001	AP	1	1
070581	001	AB	1	1
070583	001	AP	1	1
070584	001	AP	1	1
070585	001	AP	1	1
070586	001	AP	1	1
070587	001	AP	1	1
070589	001	AB	1	1
070590	001	AP	1	1
070597	001	AP	1	1
070601	001	AB	1	1
070602	001	AB	1	1
070609	001	AP	1	1
070624	001	AB	1	1
070625	001	AB	1	1
070639	001	AP	1	1
070655	001	AA	1	1
070673	001	AB	1	1
070674	001	AB	1	1
070685	001	AB	1	1
070686	001	AB	1	1
070687	001	AB	1	1
070719	001	AB	1	1
070730	001	AT	1	1
070737	001	AP	1	1
070738	001	AP	1	1
070755	001	AA	1	1
070756	001	AB	1	1
070772	001	AB	1	1
070773	001	AB	1	1
070790	001	AB	1	1
070791	001	AB	1	1
070791	002	AB	1	1
070791	003	AB	1	1
070791	004	AB	1	1
070791	005	AB	1	1
070792	001	AB	1	1
070793	001	AB	1	1
070799	001	AP	1	1
070804	001	AN	1	1
070820	001	AP	1	1
070826	001	AP	1	1
070848	001	AB	1	1
070855	001	AB	1	1
070856	001	AB	1	1
070857	001	AB	1	1
070858	001	AB	1	1
070868	001	AA	1	1
070885	001	AB	1	1
070914	001	AP	1	1
070915	001	AP	1	1
070916	001	AP	1	1
070918	001	AP	1	1
070920	001	AB	1	1
070920	002	AB	1	1
070920	003	AB	1	1
070920	004	AB	1	1
070923	001	AB	1	1
070924	001	AB	1	1
070925	001	AB	1	1
070929	001	AB	1	1
070929	002	AB	1	1
070943	001	AB	1	1
070944	001	AB	1	1
070945	001	AB	1	1
070946	001	AB	1	1
070947	001	AB	1	1
070963	001	AB	1	1
070966	001	AP	1	1
070967	001	AP	1	1
070968	001	AP	1	1
070974	001	AB	1	1
070975	001	AB	1	1
070976	001	AB	1	1
070994	001	AB	1	1
070995	001	AB	1	1
071012	001	AB	1	1
071017	001	AB	1	1
071050	001	AP	1	1
071051	001	AP	1	1
071052	001	AP	1	1
071053	001	AP	1	1
071054	001	AA	1	1
071058	001	AB	1	1
071059	001	AB	1	1
071068	001	AB	1	1
071081	001	AB	1	1
071081	002	AB	1	1
071093	001	AB	1	1
071093	002	AB	1	1
071093	003	AB	1	1
071093	004	AB	1	1
071107	001	AB	1	1
071108	001	AB	1	1
071111	001	AB	1	1
071118	001	AB	1	1
071134	001	AB	1	1
071135	001	AB	1	1
071136	001	AB	1	1
071141	001	AB	1	1
071168	001	AP	1	1
071170	001	AP	1	1
071175	002	AB	1	1
071192	001	AP	1	1
071196	001	AB	1	1
071196	002	AB	1	1
071196	003	AB	1	1
071198	001	AB	1	1
071199	001	AB	1	1
071202	001	AP	1	1
071205	001	AB	1	1
071206	001	AB	1	1
071207	001	AB	1	1
071208	001	AB	1	1
071209	001	AB	1	1
071210	001	AB	1	1
071211	001	AB	1	1
071230	001	AB	1	1
071231	001	AB	1	1
071232	001	AB	1	1
071238	001	AB	1	1
071239	001	AB	1	1
071250	001	AB	1	1
071251	001	AB	1	1
071251	002	AB	1	1
071258	001	AB	1	1
071267	001	AB	1	1
071268	001	AB	1	1
071279	001	AP	1	1
071293	001	AB	1	1
071296	001	AB	1	1
071307	001	AB	1	1
071321	001	AB	1	1
071322	001	AB	1	1
071326	001	AB	1	1
071331	001	AA	1	1
071334	001	AB	1	1
071335	001	AB	1	1
071344	001	AB	1	1
071345	001	AB	1	1
071366	001	AB	1	1
071367	001	AB	1	1
071379	001	AB	1	1
071402	001	AA	1	1
071403	001	AB	1	1
071404	001	AB	1	1
071413	001	AO	1	1
071422	001	AB	1	1
071425	001	AB	1	1
071427	001	AB	1	1
071428	001	AB	1	1
071437	001	AB	1	1
071446	001	AB	1	1
071447	001	AB	1	1
071449	001	AB	1	1
071450	001	AB	1	1
071456	001	AB	1	1
071457	001	AB	1	1
071457	002	AB	1	1
071457	003	AB	1	1
071467	001	AB	1	1
071468	001	AB	1	1
071469	001	AB	1	1
071471	001	AP	1	1
071472	001	AP	1	1
071480	001	AB	1	1
071481	001	AB	1	1
071482	001	AB	1	1
071483	001	AB	1	1
071484	001	AP	1	1
071485	001	AB	1	1
071486	001	AB	1	1
071514	001	AB	1	1
071523	001	AB	1	1
071524	001	AB	1	1
071525	001	AB	1	1
071529	001	AB	1	1
071530	001	AB	1	1
071535	001	AT	1	1
071536	002	AB	1	1
071548	001	AA	1	1
071570	001	AB	1	1
071583	001	AP	1	1
071586	001	AB	1	1
071587	001	AB	1	1
071588	001	AB	1	1
071589	001	AB	1	1
071590	001	AB	1	1
071591	001	AB	1	1
071594	001	AB	1	1
071595	001	AB	1	1
071601	001	AB	1	1
071602	001	AB	1	1
071608	001	AB	1	1
071609	001	AA	1	1
071610	001	AB	1	1
071611	001	AB	1	1
071611	002	AB	1	1
071611	003	AB	1	1
071617	001	AA	1	1
071620	001	AB	1	1
071636	001	AB	1	1
071638	001	AB	1	1
071644	001	AB	1	1
071655	001	AB	1	1
071697	001	AB	1	1
071745	001	AB	1	1
071756	001	AB	1	1
071766	001	AB	1	1
071783	001	AB	1	1
071784	001	AB	1	1
071785	001	AB	1	1
071786	001	AN	1	1
071787	001	AB	1	1
071788	001	AB	1	1
071789	001	AB	1	1
071795	001	AB	1	1
071810	001	AP	1	1
071813	001	AB	1	1
071814	001	AB	1	1
071826	001	AB	1	1
071839	001	AB	1	1
071846	001	AP	1	1
071847	001	AP	1	1
071848	001	AP	1	1
071849	001	AP	1	1
071850	001	AP	1	1
071851	001	AB	1	1
071852	001	AB	1	1
071853	001	AB	1	1
071854	001	AB	1	1
071858	001	AB	1	1
071858	002	AB	1	1
071858	003	AB	1	1
071868	001	AP	1	1
071891	001	AB	1	1
071909	001	AA	1	1
071910	001	AA	1	1
071918	001	AA	1	1
071935	001	AB	1	1
071972	001	AB	1	1
071973	001	AB	1	1
071974	001	AB	1	1
071975	001	AB	1	1
071976	001	AB	1	1
071981	001	AP	1	1
071994	001	AB	1	1
071995	001	AB	1	1
072004	001	AB	1	1
072011	001	AB	1	1
072034	001	AP	1	1
072041	001	AB	1	1
072042	001	AB	1	1
072043	001	AB	1	1
072050	001	AB	1	1
072051	001	AB	1	1
072062	001	AB	1	1
072076	001	AP	1	1
072079	001	AP	1	1
072099	001	AB	1	1
072100	001	AB	1	1
072101	001	AB	1	1
072102	001	AB	1	1
072103	001	AB	1	1
072104	001	AB	1	1
072123	001	AP	1	1
072168	001	AP	1	1
072192	001	AB	1	1
072193	001	AB	1	1
072204	001	AB	1	1
072205	001	AB	1	1
072206	001	AB	1	1
072234	001	AB	1	1
072235	001	AB	1	1
072251	001	AB	1	1
072252	001	AB	1	1
072253	001	AB	1	1
072264	001	AA	1	1
072265	001	AA	1	1
072266	001	AA	1	1
072300	001	AB	1	1
072301	001	AB	1	1
072302	001	AB	1	1
072303	001	AB	1	1
072304	001	AB	1	1
072320	001	AP	1	1
072323	001	AN	1	1
072324	001	AN	1	1
072354	001	AB	1	1
072369	001	AB	1	1
072422	001	AB	1	1
072423	001	AB	1	1
072488	001	AB1	1	1
072489	001	AN	1	1
072490	001	AB2	1	1
072494	001	AB2	1	1
072511	001	AT	1	1
072537	001	AB	1	1
072538	001	AB	1	1
072547	001	AN	1	1
072556	001	AB	1	1
072573	001	AB	1	1
072574	001	AB	1	1
072575	001	AB	1	1
072575	002	AB	1	1
072575	003	AB	1	1
072579	001	AB	1	1
072637	001	AB	1	1
072637	002	AB	1	1
072640	001	AB	1	1
072652	001	AN	1	1
072693	001	AB	1	1
072695	001	AB	1	1
072696	001	AB	1	1
072708	001	AB	1	1
072709	001	AB	1	1
072710	001	AB	1	1
072711	001	AB	1	1
072721	001	AB	1	1
072733	001	AB	1	1
072735	001	AB	1	1
072736	001	AB	1	1
072741	001	AB	1	1
072744	001	AA	1	1
072750	001	AB	1	1
072755	001	AA	1	1
072759	001	AP	1	1
072760	001	AP	1	1
072764	001	AB	1	1
072781	001	AB	1	1
072786	001	AP	1	1
072801	001	AB	1	1
072824	001	AB	1	1
072825	001	AB	1	1
072838	001	AB	1	1
072838	002	AB	1	1
072838	003	AB	1	1
072838	004	AB	1	1
072894	001	AB	1	1
072894	002	AB	1	1
072923	001	AB	1	1
072924	001	AB	1	1
072926	001	AB	1	1
072927	001	AB	1	1
072928	001	AB	1	1
072933	001	AB	1	1
072934	001	AT	1	1
072945	001	AP	1	1
072952	001	AB	1	1
072953	001	AB	1	1
072954	001	AB	1	1
073025	001	AB	1	1
073026	001	AB	1	1
073030	001	AB1	1	1
073037	001	AA	1	1
073039	001	AB	1	1
073039	002	AB	1	1
073085	001	AB1	1	1
073118	001	AP	1	1
073137	001	AB	1	1
073137	002	AB	1	1
073137	003	AB	1	1
073144	001	AB	1	1
073144	002	AB	1	1
073144	003	AB	1	1
073178	001	AA	1	1
073191	001	AB	1	1
073192	001	AB	1	1
073193	001	AB	1	1
073209	001	AB	1	1
073229	001	AB	1	1
073262	001	AB	1	1
073262	002	AB	1	1
073263	001	AB	1	1
073263	002	AB	1	1
073281	001	AB	1	1
073283	001	AB	1	1
073288	001	AB	1	1
073289	001	AB	1	1
073290	001	AB	1	1
073306	001	AT	1	1
073310	001	AB	1	1
073364	001	AA	1	1
073373	001	AP	1	1
073374	001	AP	1	1
073375	001	AP	1	1
073376	001	AP	1	1
073393	001	AB	1	1
073399	001	AA	1	1
073419	001	AA	1	1
073443	001	AP	1	1
073444	001	AP	1	1
073445	001	AP	1	1
073449	001	AB	1	1
073456	001	AB	1	1
073457	001	AB	1	1
073457	002	AB	1	1
073459	001	AB	1	1
073467	001	AB	1	1
073475	001	AB	1	1
073476	001	AB	1	1
073481	001	AB	1	1
073484	001	AB	1	1
073508	001	AB	1	1
073509	001	AP	1	1
073510	001	AP	1	1
073516	001	AB	1	1
073517	001	AB	1	1
073524	001	AB	1	1
073529	001	AP	1	1
073535	001	AB	1	1
073541	001	AB	1	1
073541	002	AB	1	1
073542	001	AB	1	1
073543	001	AB	1	1
073548	001	AB	1	1
073552	001	AB	1	1
073553	001	AB	1	1
073554	001	AB	1	1
073555	001	AB	1	1
073556	001	AB	1	1
073568	001	AB	1	1
073568	002	AB	1	1
073581	001	AB	1	1
073582	001	AB	1	1
073589	001	AB	1	1
073591	001	AA	1	1
073594	001	AB	1	1
073607	001	AB	1	1
073618	001	AB	1	1
073630	001	AT	1	1
073636	001	AT	1	1
073644	001	AB	1	1
073645	001	AB	1	1
073646	001	AB	1	1
073652	001	AB	1	1
073653	001	AB	1	1
073654	001	AB	1	1
073654	002	AB	1	1
073664	001	AN	1	1
073665	001	AB	1	1
073665	002	AB	1	1
073671	001	AB	1	1
073673	001	AB	1	1
073680	001	AA	1	1
073695	001	AT	1	1
074007	001	AB	1	1
074007	002	AB	1	1
074014	002	AB	1	1
074014	003	AB	1	1
074019	001	AB	1	1
074019	002	AB	1	1
074023	001	AB	1	1
074023	002	AB	1	1
074026	001	AB	1	1
074028	001	AA	1	1
074031	001	AB	1	1
074031	002	AB	1	1
074035	002	AB	1	1
074035	003	AB	1	1
074037	001	AN	1	1
074046	001	AB	1	1
074046	002	AB	1	1
074046	003	AB	1	1
074046	004	AB	1	1
074052	001	AB	1	1
074056	001	AB	1	1
074056	002	AB	1	1
074056	003	AB	1	1
074060	001	AA	1	1
074069	001	AB	1	1
074076	001	AA	1	1
074077	001	AA	1	1
074086	001	AP	1	1
074087	001	AB1	1	1
074089	001	AB	1	1
074097	001	AN	1	1
074099	001	AB	1	1
074102	001	AB	1	1
074102	002	AB	1	1
074112	001	AB	1	1
074112	002	AB	1	1
074112	003	AB	1	1
074114	001	AP	1	1
074116	001	AB	1	1
074118	001	AB	1	1
074121	001	AB	1	1
074121	002	AB	1	1
074121	003	AB	1	1
074126	001	AB	1	1
074126	002	AB	1	1
074126	003	AB	1	1
074131	001	AB	1	1
074131	002	AB	1	1
074132	001	AB	1	1
074132	002	AB	1	1
074132	003	AB	1	1
074132	004	AB	1	1
074133	001	AP	1	1
074137	001	AP	1	1
074138	001	AA	1	1
074140	001	AB	1	1
074140	002	AB	1	1
074140	003	AB	1	1
074141	001	AB	1	1
074141	002	AB	1	1
074145	001	AB	1	1
074145	002	AB	1	1
074151	001	AB	1	1
074151	002	AB	1	1
074151	003	AB	1	1
074170	001	AA	1	1
074171	001	AB	1	1
074172	001	AB	1	1
074172	002	AB	1	1
074172	003	AB	1	1
074174	001	AB	1	1
074174	002	AB	1	1
074174	003	AB	1	1
074174	004	AB	1	1
074184	001	AA	1	1
074185	001	AB	1	1
074185	002	AB	1	1
074185	003	AB	1	1
074185	004	AB	1	1
074190	001	AB	1	1
074198	001	AB	1	1
074198	002	AB	1	1
074201	001	AB	1	1
074201	002	AB	1	1
074201	003	AB	1	1
074203	001	AB	1	1
074203	002	AB	1	1
074209	001	AN	1	1
074215	001	AB	1	1
074215	002	AB	1	1
074215	003	AB	1	1
074215	004	AB	1	1
074217	001	AB	1	1
074217	002	AB	1	1
074220	001	AB1	1	1
074221	001	AB	1	1
074222	001	AT	1	1
074223	001	AB	1	1
074223	002	AB	1	1
074224	001	AB	1	1
074224	002	AB	1	1
074225	001	AB	1	1
074225	002	AB	1	1
074225	003	AB	1	1
074226	001	AB	1	1
074226	002	AB	1	1
074229	001	AB	1	1
074229	002	AB	1	1
074234	001	AB	1	1
074234	002	AB	1	1
074234	003	AB	1	1
074234	004	AB	1	1
074243	001	AP	1	1
074243	002	AP	1	1
074245	001	AP	1	1
074245	002	AP	1	1
074246	001	AB	1	1
074246	002	AB	1	1
074246	003	AB	1	1
074246	004	AB	1	1
074248	001	AB	1	1
074249	001	AB1	1	1
074253	001	AB	1	1
074253	002	AB	1	1
074253	003	AB	1	1
074254	001	AB	1	1
074255	001	AB	1	1
074256	001	AB	1	1
074259	001	AB	1	1
074260	001	AB	1	1
074260	002	AB	1	1
074260	003	AB	1	1
074261	001	AT	1	1
074262	001	AT	1	1
074270	001	AB	1	1
074271	001	AB	1	1
074276	001	AP	1	1
074276	002	AP	1	1
074277	001	AP	1	1
074282	001	AP	1	1
074282	002	AP	1	1
074284	001	AP	1	1
074286	001	AB	1	1
074287	001	AB	1	1
074287	002	AB	1	1
074288	001	AB	1	1
074288	002	AB	1	1
074290	001	AP	1	1
074291	001	AT	1	1
074292	001	AP	1	1
074299	001	AB	1	1
074299	002	AB	1	1
074303	001	AP	1	1
074304	001	AB	1	1
074305	001	AB	1	1
074305	002	AB	1	1
074307	001	AT	1	1
074311	001	AT	1	1
074316	001	AB	1	1
074322	001	AB	1	1
074322	002	AB	1	1
074322	003	AB	1	1
074322	004	AB	1	1
074326	001	AT	1	1
074330	001	AB	1	1
074332	001	AP	1	1
074334	001	AP	1	1
074334	002	AP	1	1
074339	001	AB	1	1
074340	001	AB	1	1
074340	002	AB	1	1
074342	001	AB	1	1
074342	002	AB	1	1
074342	003	AB	1	1
074342	004	AB	1	1
074349	001	AB	1	1
074349	002	AB	1	1
074349	003	AB	1	1
074356	001	AT	1	1
074358	001	AB	1	1
074358	002	AB	1	1
074359	001	AB	1	1
074363	001	AB	1	1
074363	002	AB	1	1
074363	003	AB	1	1
074363	004	AB	1	1
074364	001	AB	1	1
074364	002	AB	1	1
074364	003	AB	1	1
074370	001	AB	1	1
074370	002	AB	1	1
074376	001	AB	1	1
074376	002	AB	1	1
074377	001	AB	1	1
074377	002	AB	1	1
074377	003	AB	1	1
074382	001	AT	1	1
074386	001	AB	1	1
074386	002	AB	1	1
074386	003	AB	1	1
074386	004	AB	1	1
074388	001	AB	1	1
074388	002	AB	1	1
074388	003	AB	1	1
074392	001	AB1	1	1
074394	001	AB	1	1
074396	001	AN	1	1
074407	001	AB	1	1
074410	001	AB	1	1
074410	002	AB	1	1
074410	003	AB	1	1
074413	001	AP	1	1
074415	001	AB	1	1
074416	001	AN	1	1
074421	001	AB	1	1
074424	001	AB	1	1
074424	002	AB	1	1
074424	003	AB	1	1
074424	004	AB	1	1
074425	001	AB	1	1
074428	001	AP	1	1
074430	001	AB	1	1
074430	002	AB	1	1
074431	001	AB	1	1
074434	001	AB	1	1
074434	002	AB	1	1
074434	003	AB	1	1
074434	004	AB	1	1
074437	001	AB	1	1
074437	002	AB	1	1
074438	001	AB	1	1
074438	002	AB	1	1
074439	001	AB	1	1
074439	002	AB	1	1
074441	001	AP	1	1
074442	001	AB	1	1
074443	001	AT	1	1
074445	001	AB	1	1
074445	002	AB	1	1
074447	001	AT	1	1
074449	001	AT	1	1
074451	001	AB	1	1
074451	002	AB	1	1
074451	003	AB	1	1
074451	004	AB	1	1
074454	001	AA	1	1
074455	001	AB	1	1
074455	002	AB	1	1
074457	001	AB	1	1
074457	002	AB	1	1
074457	003	AB	1	1
074458	001	AB	1	1
074458	002	AB	1	1
074460	001	AB	1	1
074460	002	AB	1	1
074461	001	AB	1	1
074461	002	AB	1	1
074463	001	AB	1	1
074464	001	AB	1	1
074466	001	AT	1	1
074467	001	AB	1	1
074467	002	AB	1	1
074473	001	AB	1	1
074477	001	AB	1	1
074477	002	AB	1	1
074477	003	AB	1	1
074477	004	AB	1	1
074480	001	AB	1	1
074480	002	AB	1	1
074483	001	AB	1	1
074483	002	AB	1	1
074483	003	AB	1	1
074483	004	AB	1	1
074488	001	AB	1	1
074488	002	AB	1	1
074497	001	AB	1	1
074497	002	AB	1	1
074499	001	AB	1	1
074501	001	AB	1	1
074501	002	AB	1	1
074501	003	AB	1	1
074502	001	AN	1	1
074505	001	AB	1	1
074505	002	AB	1	1
074505	003	AB	1	1
074505	004	AB	1	1
074509	001	AA	1	1
074513	001	AP	1	1
074514	001	AB	1	1
074514	002	AB	1	1
074515	001	AT	1	1
074516	001	AT	1	1
074520	001	AA	1	1
074521	001	AP	1	1
074522	001	AT	1	1
074524	001	AP	1	1
074524	002	AP	1	1
074529	001	AP	1	1
074531	001	AO	1	1
074532	001	AB	1	1
074532	002	AB	1	1
074532	003	AB	1	1
074532	004	AB	1	1
074534	001	AP	1	1
074538	002	AB	1	1
074540	001	AB	1	1
074540	002	AB	1	1
074543	001	AN	1	1
074549	001	AP	1	1
074549	002	AP	1	1
074550	001	AB	1	1
074550	002	AB	1	1
074553	001	AA	1	1
074556	002	AB	1	1
074556	003	AB	1	1
074557	001	AB	1	1
074557	002	AB	1	1
074558	001	AB	1	1
074558	002	AB	1	1
074559	001	AB2	1	1
